进水氨氮,出水氨氮,进水总氮,出水总氮,进水流量,出水流量,进水COD,出水COD,进水水温,出水水温,好氧池氨氮,好氧池硝氮,好氧池-MLSS,好氧池进水DO,好氧池出水DO
27.27503654593977,41.03482439157331,2238.9719,173.65197587189738,22.03475076120416,0.1999,9.0664,7018.5288,0.4675,1.0901,1.3403,5.0463,7022.4541,0.5134,0.9975
27.195280826940497,41.07251241597449,1370.17,166.97432631725624,22.188530806746247,0.2038,9.3078,6949.8257,0.5413,1.056,1.5837,4.43,6974.5586,0.433,1.0383
26.80392506141453,41.070925673933004,1190.6876,166.54955359043103,22.081978760300192,0.2038,9.2391,6962.3887,0.4699,1.0458,0.881,6.0396,7035.4092,0.6665,1.1836
26.668576568807527,41.051388533187925,1081.5548,169.69598117161362,22.052050979546973,0.2038,8.6581,6994.9736,0.7191,1.2801,2.0391,3.7135,7018.9209,0.504,0.9221
27.162818053525474,41.00168789070393,1380.6123,173.83421789240035,22.063998517978554,0.192,8.9937,7000.8618,0.5519,1.1439,1.3619,5.5606,6986.3369,0.4644,1.0909
28.504470946405267,41.00988641255772,1429.8188,168.1340189896945,22.15295059517938,0.1999,9.1351,6861.1025,0.5397,0.8809,1.6466,4.6007,7010.6763,0.4797,1.0623
27.542823216631195,41.0163709449312,2383.658,165.31821094646781,22.071623498328357,0.2018,9.3785,6908.9971,0.6614,1.1847,1.8919,4.536,6968.2769,0.5825,0.8675
26.37358761510718,41.03211186517712,2219.6521,169.57052873815428,22.09911768043761,0.1881,8.9564,6980.4478,0.5201,1.0179,1.8114,4.1571,7009.8911,0.537,1.0191
28.261242630289864,41.004725946443244,1359.9117,174.24171885640268,22.16266962138668,0.192,9.1979,6980.0552,0.4765,1.1486,1.4836,4.3279,7043.6533,0.5704,1.0646
28.05728365039868,41.07788748127739,1449.5348,169.27009835484725,22.055248689679264,0.1979,9.0664,6965.5293,0.5629,1.0112,1.6937,4.2651,6992.6177,0.4871,1.0815
27.14595386880114,41.07616381043609,1414.1836,174.04017351787172,22.06168154212711,0.1881,8.8877,6936.4785,0.5825,0.8935,2.1373,3.5074,7046.0088,0.5444,1.1164
27.99730624995052,41.07918323602639,1359.3561,165.20575021680241,22.175437459339115,0.1901,8.819,6940.7969,0.5688,1.0532,1.3227,5.8354,7047.9717,0.4663,1.1824
28.29281708861926,41.0018668093545,1352.6248,166.3149921003406,22.146008684704576,0.196,9.0664,6942.7598,0.5181,0.8883,1.7741,4.3338,7042.8682,0.4738,1.0638
28.170776705835653,40.99360734408128,1409.5404,170.69726064456114,22.129289919952154,0.1999,8.7268,6961.604,0.632,1.1561,1.7015,4.2984,7027.5576,0.4526,1.0199
27.176703307552298,41.01887480149437,1442.9395,174.0678636519016,22.207944759902087,0.2018,9.035,6928.2339,0.4765,0.8534,1.1951,5.9394,7018.9209,0.6037,1.0721
26.27569654879062,40.9970793590212,1439.046,164.46183681285655,22.163459894919555,0.194,8.5148,7006.7505,0.5896,0.8491,2.0627,3.4073,7050.3271,0.5849,0.9523
27.77864735218351,41.02916352260245,2285.2583,171.47416819328328,22.14232388933397,0.1901,8.7837,7001.2544,0.5044,0.8471,1.8428,3.8902,7054.2534,0.4663,0.9425
27.7825156202809,40.98059003383408,2275.4214,164.68325596934486,22.164646165850467,0.1999,8.6895,6951.7891,0.5845,0.8181,1.6544,4.8795,7059.3564,0.6155,0.9881
26.817138117504847,41.02229308705267,821.1187,171.82743531718964,22.204525780772943,0.1901,8.5776,6973.3809,0.4506,0.7827,2.1451,3.1364,7042.8682,0.5358,0.9465
27.1009904969792,41.030750346380785,1184.3086,169.59213686642042,22.08929280516602,0.2018,8.5894,6951.7891,0.6179,0.8789,1.515,5.0856,7067.2085,0.5319,0.8942
28.1677,41.0761,1154.1241,173.4,22.158170531606412,0.192,8.4814,6952.9673,0.5668,0.7451,2.0666,3.4387,7059.7485,0.4345,0.9221
30.978339875875374,41.0761,1177.4611,173.4,22.148657736522775,0.2018,8.3165,7020.4912,0.4875,0.6838,2.0764,3.5113,7014.9946,0.5735,0.9194
28.739326916557435,41.0761,1270.5889,173.4,22.1180254064148,0.2038,8.4559,6976.5215,0.5912,0.7345,1.7761,4.3338,7042.8682,0.5193,0.9186
30.695273304294638,41.0761,1210.6477,173.4,22.099944310485963,0.192,8.1359,6994.9736,0.6202,0.8397,1.5837,4.9776,7051.1118,0.5291,0.9692
32.161173885772925,41.0761,2161.6531,173.4,22.123586227229776,0.2018,8.2832,6995.7583,0.5947,0.6304,1.8762,3.7861,7062.4971,0.5225,1.0858
32.708852440801834,41.0761,2228.0815,173.4,22.208956355948796,0.2038,8.2851,6989.0845,0.4133,0.7148,1.678,4.4339,7104.1113,0.6041,1.1192
33.01638388708566,41.0761,2258.2542,173.4,22.190040849018647,0.1881,8.3735,6981.2329,0.5594,0.7297,1.5916,4.3652,7084.0894,0.7301,1.2495
31.0988,41.0761,2124.9429,173.4,22.13022013092083,0.1881,8.1006,6933.7305,0.4993,0.7341,1.6387,4.8814,7102.9336,0.6976,0.9048
31.0988,41.63807693148262,1062.1823,183.12113008880036,22.198116214781354,0.2038,8.2832,6979.6621,0.4608,0.7576,2.0548,3.9863,7062.8901,0.5315,1.1043
31.0988,41.749376709775966,1212.1691,181.51084364511894,22.22118876993334,0.1881,8.2714,6963.1738,0.5641,0.7949,2.0058,3.6134,7061.7119,0.4946,0.886
31.0988,42.651148750628955,1277.1145,226.00642480780357,22.08265042662325,0.2038,8.1124,6939.6191,0.4392,0.6979,1.5896,4.6027,7115.4956,0.5719,0.8397
31.0988,42.78530688282408,1242.8724,203.72266085206005,22.154196529636792,0.1999,8.0751,6908.9971,0.5232,0.767,1.9665,3.4092,7085.2671,0.6469,0.8365
31.0988,41.39045869572722,1192.4449,210.62757404249788,22.104854900163513,0.192,7.9691,6952.9673,0.4459,0.6799,1.784,3.3013,7111.1772,0.6398,0.9044
31.0988,41.8479337653202,1230.011,225.7751938705926,22.149338502985113,0.2038,7.9416,6886.2275,0.4561,0.6979,2.3041,3.372,7088.0151,0.6418,0.8797
31.0988,42.04792019496617,2299.8459,193.16547768056142,22.09643706202893,0.196,8.0712,6925.8784,0.5476,0.8028,2.0234,3.7174,7112.3555,0.5668,0.8255
31.0988,43.047992066764635,2300.8611,231.28048704251162,22.1409048135454,0.194,8.0044,6935.3008,0.5009,0.7847,2.2629,3.372,7120.207,0.5755,0.7992
31.0988,43.33642556195579,2151.6926,238.3361792056611,22.091399423375034,0.1901,7.8984,6880.7314,0.5099,0.6603,1.5621,4.6047,7157.895,0.7019,0.8322
31.0988,42.294049282077495,1295.6732,217.51454738864936,22.234710622872814,0.2018,7.7375,6962.3887,0.6104,0.7655,1.8821,3.8215,7122.9551,0.4514,0.756
31.0988,41.9801231418592,1314.2229,232.72111390377444,22.244713341227115,0.2018,7.7002,6940.0122,0.5755,0.7333,1.943,4.0217,7149.6509,0.5028,0.8511
31.0988,42.786925810633306,1271.9762,198.08491010339796,22.176399732062546,0.1999,7.8022,6844.6138,0.5079,0.7443,1.8389,4.1237,7134.7324,0.486,0.6964
31.0988,43.18223952212298,1254.2849,240.75686409485058,22.157111171343406,0.1999,7.7355,6914.1011,0.4459,0.5488,1.9488,3.7508,7114.7109,0.5719,0.7317
31.0988,42.03490958065264,1340.4447,226.35412608449593,22.117244253651258,0.194,7.8651,6929.4121,0.6654,0.6803,1.9842,3.7174,7135.5176,0.5213,0.758
31.0988,43.09296928423313,1323.9756,219.6420587803838,22.172384045197198,0.196,7.6275,6930.1968,0.5413,0.7282,1.943,4.161,7120.9922,0.6292,0.7988
31.0988,42.9667239725934,1302.833,226.1544679392717,22.17274924853275,0.196,7.7296,6866.5986,0.5079,0.6791,1.3541,5.0169,7141.0137,0.5405,0.7949
31.0988,43.405856968224654,1297.5472,252.31853647203693,22.227326316979667,0.192,7.7257,6903.894,0.5755,0.7274,2.1589,3.5133,7187.3389,0.6022,0.866
31.0988,42.90062945456984,1379.1029,232.27233232733607,22.189034987578754,0.2038,7.5667,6918.4194,0.4781,0.6928,2.3748,3.2679,7147.6885,0.4671,0.7659
31.0988,42.80533622514537,1355.4768,227.7808915108041,22.216199424991615,0.194,7.659,6939.2266,0.6685,0.6528,1.4679,4.5752,7165.354,0.5166,0.9728
31.0988,43.796069490873684,1274.0703,246.33412098782406,22.22723871492471,0.194,7.6275,6914.1011,0.4294,0.7863,1.7781,4.7107,7130.8066,0.5676,0.8299
31.0988,42.86919019438839,1318.9235,241.19233128370837,22.160996157160298,0.2018,7.4273,6936.4785,0.4349,0.6516,1.888,4.4025,7168.4946,0.5511,0.7973
31.0988,44.20607432898246,1436.3076,260.82163719788775,22.113778822485813,0.1999,7.5314,6938.4414,0.4208,0.7038,1.8684,4.0256,7163.7837,0.6006,0.915
31.0988,44.26830456107611,1400.8359,247.67896064416055,22.249588629980472,0.1881,7.3488,6932.1597,0.6324,0.7333,2.3395,3.4053,7211.6787,0.6292,0.8793
31.0988,44.43786917645283,1276.1869,257.9889333697302,22.184587339104766,0.1999,7.3253,6940.4043,0.5444,0.8389,2.1569,3.9883,7196.7607,0.5393,0.8514
31.0988,42.8154,1317.2771,226.4,22.182852815097394,0.1881,7.3841,6890.1533,0.5692,0.6972,2.0745,4.0923,7097.0444,0.588,0.8993
31.004674323655607,49.07606896866134,1435.5354,243.206995789541,22.170891586143345,0.2018,7.2585,6894.4717,0.4757,0.5672,2.3748,3.4779,7191.6572,0.6363,0.738
30.822130500039854,58.264031981611,1359.0538,238.6723211006824,22.173054349486232,0.2018,7.3253,6893.2939,0.6995,0.8291,2.8832,2.9931,7199.5088,0.8891,0.7663
30.844009824034863,44.19812063466741,1314.6708,238.06817093320376,22.24200705220023,0.196,7.182,6887.7979,0.5598,0.7635,1.5209,5.4958,7190.0869,0.8675,0.7443
30.932619333618657,44.06701603510812,1356.0376,240.73590249872444,22.122,0.1901,7.2114,6895.2568,0.6406,0.6764,1.4974,3.4799,7152.7915,0.6477,0.7576
30.97675204317924,50.62786709951417,1414.1915,231.36789536985725,22.250040373582912,0.1979,7.39,6891.3311,0.5645,0.6552,2.2158,3.9196,7183.8057,0.7074,0.8067
31.01605034628949,45.63258745395497,1389.9977,251.14946891036607,22.150540637287925,0.1901,7.2487,6883.0869,0.5982,0.8891,2.3846,3.8862,7209.3232,0.517,0.7647
30.79137031422699,48.089921409223244,1284.9973,245.47975884480212,22.31624446507881,0.192,7.3174,6927.4487,0.4875,0.7329,2.7497,3.3759,7192.4424,0.6186,0.8644
30.551990248648075,56.60823777871174,1280.5563,243.3339454768962,22.18063175531199,0.196,7.3233,6858.7471,0.4805,0.8911,1.7918,5.7314,7173.2056,0.5472,0.8632
30.543524698646486,59.40629976616855,1432.0468,251.64218918966813,22.228112353362683,0.2038,7.3626,6934.5156,0.5201,0.8302,2.7046,3.3778,7216.3896,0.5075,0.8538
30.804667516794204,49.619837105888514,1299.7736,231.71380045831242,22.200383021047553,0.2038,7.3272,6903.1089,0.5904,0.8189,1.5327,5.3957,7211.2866,0.5448,1.0309
30.47857365030883,48.711459424493725,1341.0927,237.45194910090225,22.32976702693571,0.1901,7.5216,6873.665,0.5727,0.8993,2.312,3.7822,7229.7378,0.526,0.866
30.57130086857951,57.471171508368,1243.0422,233.50696574298505,22.19401740419571,0.196,7.7983,6935.3008,0.7886,1.1019,2.8871,3.37,7194.4053,0.6548,1.118
30.531521157413508,57.899552890547405,1373.5916,240.74178592372746,22.380886385235677,0.196,8.1399,6950.6113,0.5974,1.2036,2.0254,4.7048,7199.5088,0.5036,1.6814
30.48151788756693,56.65823076445188,1400.6411,255.87367832225814,22.411313905895863,0.1999,8.1438,6924.3081,0.4907,1.1969,2.4945,3.9196,7202.2568,0.4349,1.9244
30.52490422890964,55.19671214178943,1369.3544,252.27602298896892,22.370815104513795,0.192,8.3421,6919.2046,0.5645,1.1832,2.0058,4.2965,7241.9077,0.6033,1.9558
30.63520216373514,62.566971485249894,1300.0529,234.7984050626554,22.369630714268848,0.2038,8.4893,6925.4858,0.6395,1.2228,2.0313,4.3632,7223.0635,0.5558,1.9515
30.494002512722414,56.75045275089923,1251.1456,248.3486760546336,22.346745377220127,0.1999,8.6208,6900.7534,0.5303,1.065,2.2747,3.9549,7215.2119,0.5338,1.7438
30.522293438895687,49.391190626870944,1385.9895,246.1976670574992,22.182579612713987,0.1979,8.7562,6949.4336,0.7207,0.99,2.1903,4.163,7240.73,0.5876,1.922
30.503560266400168,56.58058565838793,1378.0674,241.38512213261774,22.251851938813495,0.196,8.9957,6904.2866,0.4408,0.9056,2.0274,4.6773,7237.1968,0.4914,1.6492
30.69990256702965,56.09837596732629,1295.829,255.9650768629973,22.319144791696072,0.194,9.0291,6907.0347,0.4726,1.043,1.6799,5.7726,7259.5737,0.5362,1.7748
30.845800188304764,60.789486550412335,1272.3698,237.6947536451562,22.29993796720968,0.2018,9.0683,6919.5972,0.5456,0.9154,1.729,5.1916,7265.0703,0.5825,1.7764
30.401169972681497,58.968874671318744,1329.8159,239.17019936006403,22.187942492131203,0.2018,9.2057,6908.2124,0.6037,0.9586,2.1569,4.0629,7257.2183,0.5099,1.9008
30.759007546369887,52.31943856618998,1379.9146,239.5935971805633,22.32331414889763,0.2038,9.2097,6885.0498,0.6128,1.0964,1.8193,4.9521,7268.6035,0.4663,1.8718
30.450394667902735,54.27869635177614,1305.6139,254.8648110119413,22.34053787319025,0.196,9.2685,6836.3696,0.6061,1.0842,2.1726,4.4692,7287.8398,0.4922,1.9695
30.424420072902933,65.37399572692321,1258.4385,255.3234717855355,22.30698584818174,0.2038,9.2097,6879.9458,0.6838,1.0411,2.0136,4.1983,7263.8921,0.535,1.7611
30.372889750290028,56.855027649018766,1315.0659,258.886297097012,22.30128937711322,0.1901,9.2646,6919.5972,0.6477,0.9465,1.7997,5.1189,7268.2104,0.6206,2.1093
30.598338139793512,52.49886754475517,1381.4657,261.301524256799,22.37403094876377,0.1901,9.3706,6892.9019,0.5562,1.1926,1.4287,5.1229,7277.2402,0.5837,1.5444
30.59290488869331,53.961153850519146,1184.625,264.3128015009651,22.45895380800101,0.194,9.4374,6910.9604,0.4695,1.1922,2.312,4.057,7253.6851,0.6724,1.7658
30.542686603425008,64.18724115529486,1102.8563,255.17646829399263,22.40090563404452,0.2038,9.6533,6878.376,0.4761,1.0662,2.1235,4.534,7305.8984,0.4616,1.5553
30.28036884480507,68.56909040676254,1164.825,255.13343419774674,22.372672288276437,0.2018,9.6179,6930.1968,0.5358,1.0894,1.9371,4.6734,7253.292,0.4514,1.6405
30.649285794365376,54.36747603197529,1233.2292,253.16315360348563,22.24635333689315,0.192,9.4727,6900.3604,0.6292,1.0148,1.8389,4.8147,7282.7363,0.4895,1.7509
30.5463995422526,67.42164937047517,2192.0386,266.93886546287894,22.467532416940585,0.2018,9.5119,6927.4487,0.5417,1.0509,1.2756,5.9787,7292.9434,0.4663,1.7348
30.392658086621392,67.63824706774005,2112.6934,259.5884832821037,22.320706945070715,0.1901,9.7809,6910.9604,0.6022,1.0603,1.8232,5.0169,7281.5586,0.5825,1.4933
30.227579324910305,60.240420167496076,2141.959,248.73612391370534,22.321772184914465,0.1999,9.6494,6947.8633,0.5653,1.0552,1.5896,5.4919,7276.4551,0.555,1.6547
30.544744649384292,68.90366832180523,1161.066,267.38511013791185,22.337834849255277,0.2038,9.8574,6881.9092,0.5704,1.0748,1.6564,4.5713,7268.6035,0.5947,1.5836
30.494299556495235,58.30153452478325,1203.0314,259.0836268464142,22.474789550275336,0.192,10.1224,6876.0205,0.736,1.2754,1.9272,4.6734,7292.1582,0.7011,1.3394
30.453036480025684,64.89298046723114,1108.6353,257.712333477646,22.385629975196316,0.1999,9.9909,6912.1387,0.6304,1.0191,1.9587,4.6773,7289.8032,0.4581,1.2927
30.428211581488682,68.63810673814662,1183.0626,255.66693117218216,22.400612426820807,0.196,9.7495,6922.7378,0.5558,1.1353,1.8311,5.0856,7330.2388,0.566,1.4839
30.39072403892049,71.82803161907616,1329.7544,253.82020731396452,22.410457420177874,0.2038,10.0302,6903.502,0.5735,1.1718,2.1883,4.5065,7288.2324,0.5743,1.7073
30.26111322518802,65.61398016033928,1291.807,255.62531730467632,22.470784984255125,0.1979,10.1636,6870.1323,0.5747,1.0905,2.0431,4.4044,7279.2031,0.6261,1.4698
30.242523983498764,70.0389939620529,1192.3889,257.9352717547181,22.244794459564368,0.196,10.089,6854.8213,0.621,1.1427,1.9999,4.2612,7316.4985,0.4408,1.6103
30.577348661974572,59.65726377504843,2419.9937,264.4917460471708,22.2607807792356,0.2058,10.303,6858.7471,0.5743,1.2001,1.6642,5.5645,7329.8462,0.5264,1.5624
30.19209336480485,68.02561306746236,2432.3196,255.92782282367114,22.30385135994723,0.194,10.1911,6890.1533,0.6312,1.1023,2.2295,4.2984,7313.3584,0.5857,1.6331
30.5866,58.4274,1432.3014,250.4,22.278622503636118,0.196,10.1577,6869.7393,0.643,1.0481,1.8409,4.2651,7322.7798,0.619,1.5075
25.13018536074175,39.625281335771064,1417.6216,160.9992769083701,22.52456841670736,0.2038,10.3383,6890.1533,0.5582,1.1208,1.9881,4.3632,7340.4453,0.4883,1.4085
30.22153915728253,38.397459859299204,1427.0354,187.9525102031398,22.41993769881346,0.192,10.6701,6918.812,0.5912,1.1981,1.9763,4.2984,7357.7197,0.5633,1.3229
25.086423874491334,41.54074523692836,1407.6514,176.42528217771834,22.3784558810235,0.192,10.5307,6851.2876,0.486,1.1863,1.943,4.4044,7319.2466,0.5201,1.4698
28.948144292289417,52.838241426123815,1462.7727,223.16849163504864,22.277700234024906,0.2018,10.5071,6876.8057,0.5743,1.2268,2.0823,4.2278,7323.5649,0.5617,1.416
28.05721503942832,52.60769048962008,1522.6302,182.74653794269534,22.30579209256144,0.1979,10.7447,6898.3979,0.7235,1.2299,1.9685,4.7754,7359.6821,0.4679,1.6103
29.609725320122113,31.577286931995786,1546.5538,207.4971651087331,22.355609968777326,0.1901,10.6347,6873.2725,0.63,1.2323,2.1746,4.057,7336.9126,0.4926,1.2582
29.58559825518296,34.1295276509509,1555.8326,173.01407019018,22.292515869844824,0.1901,10.6681,6873.665,0.5601,1.1372,2.3061,3.7822,7339.2686,0.4946,1.3912
24.511088027055077,47.82897022297223,1493.7078,196.85760024087259,22.313110242524058,0.1979,10.3678,6814.3853,0.6603,1.021,1.7859,5.2583,7338.8755,0.4879,0.9998
24.28367347554517,53.474909260539604,1495.4495,179.46021722818278,22.5610390955239,0.2018,10.1617,6837.1548,0.5295,0.9535,1.7054,4.9128,7329.4536,0.5225,0.9979
27.529620583469278,30.147199329214715,1575.1152,212.25718947850928,22.31069107610432,0.1999,9.9909,6799.0742,0.5087,1.0901,1.9272,4.3986,7329.061,0.4993,0.9072
24.258405963467567,53.737691632501075,1542.5454,221.79716337600433,22.440851803093686,0.2018,9.7534,6872.4873,0.4907,0.9347,1.8232,5.2603,7365.5713,0.5523,1.0799
23.90181521566345,40.09505594204733,2665.1321,204.16565390797902,22.326416279249106,0.192,9.4393,6815.562,0.5433,0.7439,2.2021,4.0629,7379.3115,0.5774,0.9331
27.60516681213038,51.84495691376853,2564.4734,213.06187365061987,22.495057847257883,0.2038,9.5159,6861.4956,0.5303,1.0725,1.7172,5.0483,7349.8687,0.5723,1.1365
25.108868292940734,29.1952692497572,1357.1844,158.54842418034204,22.551892523807933,0.2038,9.7907,6908.9971,0.6014,1.1455,2.0274,3.8862,7404.0444,0.6104,1.7245
25.81221486343079,44.873368399952916,1468.3171,228.33244344297063,22.490887597242704,0.192,9.6749,6901.5386,0.5876,1.1384,1.8998,4.163,7369.8896,0.6622,3.2627
28.716419314472393,53.170554510385415,1461.5259,152.3605173085564,22.534025957614652,0.2018,9.8221,6843.4355,0.5645,1.244,2.1059,3.6173,7349.4756,0.5189,4.2041
26.335457308714346,47.19187532880668,1431.7288,176.8379046231852,22.406519213455656,0.1901,10.0164,6886.6201,0.793,1.2935,2.0097,3.6487,7331.8086,0.5503,5.2068
27.420340890715835,35.456980622288924,1496.1062,223.61797364977917,22.43472490406523,0.192,10.1892,6862.2803,0.6516,1.3704,2.0804,3.6154,7378.1333,0.8067,5.8553
24.519025753075415,28.09659605191853,1539.6105,118.8408641559508,22.421752535540463,0.2038,9.9968,6797.8965,0.5578,1.2244,1.8487,4.3338,7382.8447,0.6822,6.4006
28.56767201317059,43.42944101298315,1567.0939,176.80390551239728,22.554209318985336,0.1901,10.1538,6810.459,0.6634,1.5153,1.8193,4.0884,7334.1646,0.5641,6.3437
23.440752268696446,30.660676484803293,2432.3972,115.37009296001386,22.449843625578186,0.192,10.3285,6780.623,0.5735,1.8011,1.939,3.8862,7346.335,0.4557,6.2208
23.122712792543176,48.529382863112325,2390.1335,124.92425636551214,22.46986391575929,0.1979,9.9222,6789.2598,0.57,1.4615,2.0117,3.7861,7323.5649,0.5696,6.4312
23.53255390052573,39.68848913411423,2404.5359,132.54922020859755,22.578119419972023,0.2038,9.9281,6754.7124,0.6033,1.8313,2.2021,3.58,7336.9126,0.4569,6.377
26.379416024413885,31.398454128112565,1390.9141,190.3950169349436,22.569238953112222,0.194,9.7475,6756.2822,0.5472,1.8023,2.1255,3.4819,7290.98,0.5119,5.818
28.496864976467783,45.38565981502881,1360.7974,150.8788176627123,22.367215910913163,0.192,9.6121,6660.8853,0.5621,1.5691,1.2226,6.1495,7264.6777,0.5052,5.4199
28.734240370797547,36.2163462962197,1405.4531,154.18173854611769,22.489278662445614,0.2018,9.5492,6657.7446,0.464,1.1816,1.4856,4.6714,7256.4336,0.5287,4.2473
24.566341728305844,35.59828586568201,1496.9897,163.44649452573526,22.47921197222471,0.192,9.1665,6607.4941,0.4836,1.2393,1.6976,4.4025,7276.4551,0.6143,3.7852
28.145032612836026,46.46793594682552,2469.1531,211.12951870597104,22.377742795402398,0.196,8.9977,6620.0566,0.5853,1.2805,2.1,3.7822,7272.5288,0.5672,3.3871
23.287841042165695,30.73631705802726,2332.3308,156.82447594580248,22.611418693398015,0.2018,8.4873,6644.0039,0.5335,1.0042,1.2343,5.804,7263.4995,0.4612,3.0845
25.13148245223673,39.631604090154866,2195.1013,154.4002346377902,22.4183678302822,0.2038,8.9015,6627.1226,0.4294,0.9539,1.7525,4.4319,7283.1289,0.4816,3.3165
24.415333908016063,46.662878322482214,2347.4336,206.366070269496,22.451195624718917,0.1901,8.3774,6615.3457,0.5232,1.1671,1.7584,4.2258,7275.6704,0.6308,3.4397
26.836152224887865,49.30194579437301,2246.6406,129.055666590145,22.45384227516168,0.2038,8.6954,6626.3379,0.473,0.9504,1.4267,4.744,7269.7812,0.4875,3.757
26.19442999779772,45.54553165062373,1996.6224,166.52457861332647,22.435088925076524,0.1999,8.8289,6629.8711,0.5696,1.4521,1.7624,4.746,7286.6616,0.5032,3.852
26.0901979524204,44.432875679924855,1935.4198,174.10694670369315,22.64298296905672,0.2018,9.1037,6689.5439,0.4962,1.8078,1.4601,5.1896,7223.4561,0.6092,3.9375
22.97509180875366,42.79452951073972,2088.2949,198.9544001253369,22.411593089884537,0.1999,8.6227,6647.9297,0.5295,1.8761,1.5798,4.7754,7292.1582,0.4451,3.8359
24.097395396168153,24.39590340263956,2173.8262,104.97761586743712,22.379890993130246,0.1979,8.7248,6666.3813,0.5283,1.9907,1.4031,4.3299,7212.0713,0.5362,3.713
27.760303031974964,40.58359630052568,1982.3087,160.9105124478147,22.385640982972333,0.194,8.7562,6679.729,0.5111,2.123,1.7643,3.8902,7212.0713,0.5613,3.7589
26.474739884712196,47.4779075858273,1901.6626,131.96017006837639,22.46100232558173,0.2038,8.8308,6670.6997,0.4428,2.3166,2.1275,3.6114,7213.249,0.4914,3.6557
26.87526719591176,34.36016165415883,1958.8849,182.83033871059482,22.542382070679118,0.2018,8.3852,6706.4248,0.5558,2.2486,2.0352,3.1992,7173.9907,0.5166,3.651
21.64141622800239,33.570878296300315,2158.4736,98.00851096484944,22.437298576542076,0.1901,8.4795,6762.1714,0.5829,1.8898,1.4385,4.7794,7144.5469,0.5507,3.6466
22.084812236818387,31.244356601645016,1964.7722,120.75959262031907,22.59488300768135,0.192,8.1732,6770.416,0.5908,1.7469,2.5181,2.895,7184.1987,0.601,3.4955
27.575678044193467,42.26075028761903,1950.0775,139.6448497090163,22.593795052342816,0.1999,8.4186,6753.1421,0.5252,1.6166,1.0263,5.6313,7113.1406,0.4145,3.4264
25.317486615246594,25.523769667813916,2062.5845,93.09642623381842,22.495207975735887,0.1999,8.2832,6757.4604,0.5868,1.8498,1.8684,3.7115,7114.7109,0.5174,3.4154
25.929743876239115,22.35199691695176,2146.0586,87.90129982155047,22.4002,0.1901,7.9338,6826.5552,0.4687,1.4274,1.9704,3.7115,7082.127,0.5727,3.2552
27.19476117781998,42.65261035897094,1947.9298,135.13800768495287,22.493990218275528,0.1881,7.8965,6796.7188,0.5068,1.8533,1.1244,5.3231,7082.127,0.4436,3.2513
21.926740291945805,29.060255043512484,1845.739,135.8855061546051,22.459921592582067,0.196,8.3146,6760.6006,0.4816,1.6712,0.7672,6.1455,7062.4971,0.559,3.1712
25.255279547048477,28.229764314164946,1984.8456,111.467175241509,22.53535972717402,0.196,7.9004,6806.5332,0.5731,1.5212,1.6681,4.64,7077.0229,0.6976,3.2878
21.419012676610016,27.19970805505772,2050.2698,112.13483354484521,22.498084956219135,0.1901,7.9318,6833.229,0.4899,1.639,1.9351,3.7469,7070.7417,0.5303,3.0495
22.422098011415045,24.716495357765737,1918.8845,110.90899466112916,22.609095358990828,0.1881,7.8258,6788.4741,0.4722,1.6794,1.7231,4.0884,7014.6021,0.5935,3.1763
21.560894802522192,33.946285628374426,1895.8296,183.33245339694912,22.539783413736302,0.1999,7.6295,6844.2212,0.4224,1.5632,1.6073,4.0884,6999.292,0.5798,2.9561
23.987555510403606,36.90269964580656,2134.3064,124.9150414027807,22.5376,0.192,7.9357,6769.2383,0.6194,1.6794,0.9556,5.9787,6994.5806,0.5617,2.8438
21.48654841895514,25.798941285149034,1945.3193,94.16183079820986,22.66311896438074,0.192,7.6256,6711.1357,0.4914,1.7395,1.623,4.7754,6945.9004,0.4824,2.7994
26.300909081892485,26.516568720378103,1818.4414,151.3873819471142,22.579494477448964,0.2038,7.7375,6828.9106,0.5484,1.4309,1.515,4.4319,6923.9155,0.641,2.7814
26.015183335400664,24.501927836360178,2106.1526,125.35261141763934,22.658252882041314,0.1901,7.5922,6838.7251,0.5252,1.35,1.7781,3.2051,6989.0845,0.4616,2.8367
21.09142030903625,26.350253730150484,2284.7429,158.65735970424234,22.686353742340824,0.1881,7.4509,6768.4531,0.4483,1.3559,1.1185,4.8834,6938.834,0.4722,2.6424
21.235167059912854,36.63756508424744,2194.1284,99.52893676755441,22.745973374145983,0.2038,7.4627,6771.5938,0.4805,1.3916,0.8614,6.1102,6934.9082,0.6359,2.5988
22.096499598022454,22.71094018925153,2088.6631,121.75861222701573,22.798408986708857,0.1901,7.3174,6730.7646,0.442,1.4623,0.7946,6.0415,6972.2031,0.475,2.4394
20.436818335484872,32.10854249779617,2181.8198,156.75366152629687,22.798140260242267,0.1881,7.2114,6802.2148,0.5126,1.4886,0.8045,6.2476,6988.2993,0.7345,2.3378
20.749290868130615,40.481322431611005,2186.8611,166.55930964067977,22.703791836882505,0.1979,7.4627,6768.4531,0.4569,1.3434,0.8378,6.4184,6938.0488,0.5707,2.2746
20.704964726743427,20.18786374182072,2134.6377,164.87565373749317,22.737987000712685,0.1881,7.3822,6700.5361,0.5115,1.4737,0.8948,6.4518,6874.4507,0.4781,2.0916
25.768610121638996,30.435529482125055,2200.9753,79.61876502639043,22.812873604054356,0.1881,7.4509,6746.4688,0.418,1.4855,0.9262,6.6206,6903.502,0.5971,2.0822
